Customer_Service,Satisfaction,Customer_Service_TH
"no wait for pick up and drop off was great, help with luggage, face to face directions to hotel, recommended entertainment for area.",1,ไม่ต้องรอรับและส่งดีมาก ช่วยเรื่องกระเป๋าเดินทาง การบอกทางแบบตัวต่อตัวไปยังโรงแรม ความบันเทิงที่แนะนำสำหรับพื้นที่
They offered detailed directions.,1,พวกเขาเสนอแนวทางโดยละเอียด
Please back to lower the prices.,0,กรุณากลับมาลดราคาอีกครั้ง
Even economy class cars are too expensive.,0,แม้แต่รถยนต์ชั้นประหยัดก็มีราคาแพงเกินไป
I was penalty charged because vehicle was not returned with full tank.,0,โดนลงโทษเพราะไม่ได้คืนรถพร้อมน้ำมันเต็มถัง
"My experience up to date was  good.  It was inconvenient to return car clean, but I had to pay the hefty charge for rental.",1,ประสบการณ์ของฉันจนถึงตอนนี้ก็ดี ไม่สะดวกที่จะคืนรถ แต่ต้องเสียค่าเช่าแพงๆ
Please stop increasing the prices.,0,กรุณาหยุดขึ้นราคา.
price TOO HIGH and off premise location is NOT convenient.,0,ราคาสูงเกินไปและทำเลนอกสถานที่ไม่สะดวก
I do not  understand why I have to pay additional fee if vehicle is returned without a full tank.,0,ฉันไม่เข้าใจว่าทำไมฉันต้องจ่ายค่าธรรมเนียมเพิ่มเติมหากส่งคืนรถโดยไม่มีน้ำมันเต็มถัง
"My experience was positive .The thing I didnt like was returning the car with full tank.  It was time consuming, but I didn't want to pay fill-up charge to the rental company.",1,ประสบการณ์ของฉันเป็นบวก สิ่งที่ฉันไม่ชอบคือการคืนรถพร้อมน้ำมันเต็มถัง ใช้เวลานาน แต่ฉันไม่ต้องการจ่ายค่าเติมให้กับบริษัทให้เช่า
Please lower the prices.,0,กรุณาลดราคาลง.
price too high and location off premise too far,0,ราคาสูงเกินไปและทำเลอยู่นอกสถานที่ไกลเกินไป
outlining the cost of gas per gallon charged if vehicle was returned without full tank,0,สรุปต้นทุนน้ำมันต่อแกลลอนที่เรียกเก็บหากส่งคืนรถยนต์โดยไม่มีน้ำมันเต็มถัง
"My last experience was  seamless.  The only thing I didn't like was having to fill the tank with gas before turning it in.  It was inconvenient, but I didn't want to pay the hefty fill-up charge to the rental company.",1,ประสบการณ์ครั้งสุดท้ายของฉันราบรื่น สิ่งเดียวที่ฉันไม่ชอบก็คือต้องเติมน้ำมันเต็มถังก่อนนำเข้า มันไม่สะดวก แต่ฉันไม่อยากจ่ายค่าเติมแพงๆ ให้กับบริษัทให้เช่า
Excellent response dealing with child seat.,1,การตอบสนองที่ยอดเยี่ยมเกี่ยวกับเบาะนั่งสำหรับเด็ก
There was still a live person however we arrived very late.  We had no problems with car return.,1,ยังมีคนอยู่ แต่เรามาถึงช้ามาก เราไม่มีปัญหาเรื่องการคืนรถ
Service was incredibly fast. Car was parked in area close to rental office.,1,การบริการรวดเร็วอย่างไม่น่าเชื่อ รถจอดอยู่ในบริเวณใกล้กับสำนักงานให้เช่า
"I reserved the car over internet,, and had no problems with pick-up of the vehicle.",1,ฉันจองรถผ่านอินเทอร์เน็ต และไม่มีปัญหาในการรับรถ
VERY slow service!,0,บริการช้ามาก!
Did not have some problems. My car was not ready on time.,0,ไม่มีปัญหาบางอย่าง รถของฉันไม่พร้อมตรงเวลา
"all went quite without hassle, they picked me up to get the car it was great.",1,ทุกอย่างดำเนินไปอย่างไม่ยุ่งยาก พวกเขามารับฉันเพื่อรับรถมันเยี่ยมมาก
"I was happy that we arrived very late and there was still a live person to help us get our rental.  We had no problems with the car, and returned it easily.",1,ฉันดีใจมากที่เรามาถึงช้ามากและยังมีคนช่วยเราเช่าที่พักอยู่ เราไม่มีปัญหากับรถและคืนรถได้อย่างง่ายดาย
Service was fast. Car was parked close-by.,1,การบริการรวดเร็ว รถก็จอดอยู่ใกล้ๆ
"I rented over the internet, and there were no problems with the reservation or pick-up of the vehicle.",1,ฉันเช่าผ่านอินเทอร์เน็ต และไม่มีปัญหาในการจองหรือรับรถ
fast service,1,บริการที่รวดเร็ว
Did not have any problems. My car was ready on time and it was the one I had asked for.,1,ไม่มีปัญหาใดๆ รถของฉันพร้อมตรงเวลาและเป็นคันที่ฉันขอ
"all went quite smoothly... it was Enterprise, so they even picked me up to get the car... it was very convenient.",1,ทุกอย่างเป็นไปอย่างราบรื่น...เป็น Enterprise เลยมารับรถด้วย...สะดวกมาก
"I would like the personnel to pretend they care about customer, at least.",0,ฉันอยากให้พนักงานแกล้งทำเป็นว่าพวกเขาใส่ใจลูกค้าเป็นอย่างน้อย
Do not try sell what I do not need.,0,อย่าพยายามขายสิ่งที่ฉันไม่ต้องการ
Agents always want me to take extra insurance but this time they insisted too much.,0,ตัวแทนมักต้องการให้ฉันทำประกันเพิ่ม แต่คราวนี้พวกเขายืนกรานมากเกินไป
The rental car person was impertinent.,1,ผู้เช่ารถไม่มีความเกี่ยวข้อง
Guys were extremely nice.,1,พวกคุณเป็นคนดีมาก
They could really try work harder.,0,พวกเขาสามารถพยายามทำงานหนักขึ้นได้จริงๆ
"Based on the customer service personnel I encountered most recently, I would say it is vastly preferable for the personnel to be able to at least pretend to care whether the customer ever actually receives a car rental that was reserved months in advance.",0,จากเจ้าหน้าที่บริการลูกค้าที่ฉันพบเมื่อเร็วๆ นี้ ฉันจะบอกว่าจะดีกว่ามากสำหรับบุคลากรที่อย่างน้อยแกล้งทำเป็นสนใจว่าลูกค้าจะได้รับรถเช่าที่จองไว้ล่วงหน้าหลายเดือนหรือไม่
they should not try so hard to up sell,0,พวกเขาไม่ควรพยายามอย่างหนักในการขาย
"Agents usually try to get you to take insurance and pay for full tank of gas.  Some persist even after a ""no thanks.""  Even after noting preferences on my frequent user file that says I don't want them.",0,"เจ้าหน้าที่มักจะพยายามให้คุณทำประกันและชำระค่าน้ำมันเต็มถัง บางคนยังคงมีอยู่แม้หลังจาก ""ไม่ ขอบคุณ"" แม้ว่าฉันจะสังเกตเห็นการตั้งค่าในไฟล์ผู้ใช้ประจำของฉันที่ระบุว่าฉันไม่ต้องการมันก็ตาม"
The rental car guy was cute.,1,คนเช่ารถก็น่ารัก
For the most part they are very nice.,1,ส่วนใหญ่พวกเขาจะดีมาก
"I guess it really DOES ""try harder.""",1,"ฉันเดาว่ามัน ""พยายามให้มากขึ้น"" จริงๆ"
what customer service? It was a nightmare,0,บริการลูกค้าอะไร? มันเป็นฝันร้าย
"""sorely lacking""  helpdesk was not much helpfull",0,"โปรแกรมช่วยเหลือ ""ขาดอย่างมาก"" ไม่ได้ช่วยอะไรมากนัก"
"It took quite a long time, about 45 minutes to an hour.  Several attendants but the line was about 20-25 deep.  Check out was very quick.  A minute or two was all.  Overall a pretty good experience.",0,ใช้เวลาค่อนข้างนาน ประมาณ 45 นาทีถึงหนึ่งชั่วโมง มีคนมาหลายคนแต่แถวลึกประมาณ 20-25 คน เช็คเอาท์รวดเร็วมาก หนึ่งหรือสองนาทีก็หมด โดยรวมแล้วเป็นประสบการณ์ที่ดีทีเดียว
they could not provide driving directions,0,พวกเขาไม่สามารถบอกเส้นทางการขับขี่ได้
"friendly, but could not making any decisions on own",0,เป็นมิตรแต่ไม่สามารถตัดสินใจได้ด้วยตัวเอง
They forgot to ask for my driver's license.,0,พวกเขาลืมขอใบขับขี่ของฉัน
"States have different rules and regulations pertaining to speed, radar detectors, even when light should be on.  Customer services reps should have a handout or be knowledgeable of a particular state's laws.",0,รัฐมีกฎและข้อบังคับที่แตกต่างกันเกี่ยวกับความเร็ว เครื่องตรวจจับเรดาร์ แม้ว่าจะต้องเปิดไฟก็ตาม ตัวแทนฝ่ายบริการลูกค้าควรมีเอกสารแจกหรือมีความรู้เกี่ยวกับกฎหมายของรัฐนั้นๆ
Customer service was fine.  We didn't care for the off site location.  Would not use that car rental company at that airport again.,0,การบริการลูกค้าก็ดี เราไม่สนใจสถานที่นอกสถานที่ จะไม่ใช้บริการบริษัทเช่ารถแห่งนั้นที่สนามบินนั้นอีก
"The rental clerk was nice, but I swear she was deaf.  We had to repeat everything twice and although we had a reservation she treated us like a walk in, so that all the information that we gave to reserve the car we had to repeat all over again.",0,พนักงานเช่าเป็นคนดี แต่ฉันสาบานว่าเธอหูหนวก เราต้องทำซ้ำทุกอย่างสองครั้งและถึงแม้เราจะจองไว้เธอก็ทำกับเราเหมือนเดินเข้ามาดังนั้นข้อมูลทั้งหมดที่เราให้ไว้เพื่อจองรถเราต้องทำซ้ำอีกครั้ง
the rep was friendly but it was so loud in there that I could not hear what she was saying. I HATE having to walk across a big lot with all of my bags in search of my car which is always in the furthest corner.,0,ตัวแทนเป็นมิตรแต่เสียงดังมากจนฉันไม่ได้ยินสิ่งที่เธอพูด ฉันเกลียดที่ต้องเดินข้ามทุ่งใหญ่พร้อมกระเป๋าทั้งหมดเพื่อค้นหารถของฉันซึ่งมักจะอยู่ในมุมที่ไกลที่สุดเสมอ
They should upgrade me every time.,0,พวกเขาควรอัพเกรดฉันทุกครั้ง
"customer service was great until we returned the car.  I experienced an issue with damage to the car, and felt that things were left unanswered and still waiting for a response from them.",0,การบริการลูกค้าดีมากจนกระทั่งเราคืนรถ ฉันประสบปัญหาเกี่ยวกับความเสียหายของรถ และรู้สึกว่าสิ่งต่างๆ ยังไม่ได้รับคำตอบและยังคงรอการตอบกลับจากพวกเขาอยู่
Having knowledgeable personnel is very important,0,การมีบุคลากรที่มีความรู้เป็นสิ่งสำคัญมาก
"It was good, got the car we wanted without much of a wait in picking up and dropping off",1,เป็นเรื่องดีได้รถที่เราต้องการโดยไม่ต้องรอรับและส่งมากนัก
adequate to the price. It was fine,1,เหมาะสมกับราคา มันสบายดี
Person very friendly but only person working counter,1,คนที่เป็นมิตรมาก แต่เป็นคนที่ทำงานเคาน์เตอร์เท่านั้น
"They provided good service.   It was easy to make on-line reservations, the airport bus took me directly and quickly to the car, gas tank filled, customer service friendly and helped with directions and luggage.",1,พวกเขาให้บริการที่ดี การจองทางออนไลน์เป็นเรื่องง่าย รถบัสสนามบินพาฉันไปที่รถโดยตรงและรวดเร็ว ถังน้ำมันเต็มถัง การบริการลูกค้าที่เป็นมิตร และช่วยแนะนำเส้นทางและสัมภาระ
The car rental company that I went with had very good customer service. They were out of a certain car I reserved and gave me a upgrade and apologized.,1,บริษัทรถเช่าที่ฉันไปด้วยนั้นบริการลูกค้าได้ดีมาก พวกเขาออกจากรถที่ฉันจองไว้และอัพเกรดให้ฉันและขอโทษ
"Experience was fine, usually try to get you to upgrade.",1,ประสบการณ์ก็ดี โดยปกติแล้วจะพยายามให้คุณอัปเกรด
good,1,ดี
Customer Service was fine. They were able to upgrade me for $2 a day to the next class...that was nice.,1,การบริการลูกค้าก็ดี พวกเขาสามารถอัพเกรดชั้นเรียนถัดไปให้ฉันได้ในราคา $2 ต่อวัน...นั่นเป็นสิ่งที่ดี
They were helpful and accommodating when I wanted to change the color of the car.,1,พวกเขาให้ความช่วยเหลือและอำนวยความสะดวกเมื่อฉันต้องการเปลี่ยนสีรถ
The customer service was excellent,1,การบริการลูกค้าเป็นเลิศ
Experience was fine,1,ประสบการณ์ก็ดี
"Have not rented a car since last October.  Customer Service was good, shuttle service was available to and from airport.  Scheduled pickup was on time and they even found a package we had left in the car and brought it to the shuttle.",1,ยังไม่ได้เช่ารถตั้งแต่เดือนตุลาคมปีที่แล้ว บริการลูกค้าได้ดี มีบริการรถรับส่งไปและกลับจากสนามบิน การมารับตามกำหนดเวลานั้นตรงเวลาและพวกเขาก็พบพัสดุที่เราทิ้งไว้ในรถและนำไปที่รถรับส่งด้วย
it was a great experience,1,มันเป็นประสบการณ์ที่ดี
No problems encountered,1,ไม่พบปัญหาใดๆ
Very satisfactory. Employees were very helpful in providing directions.,1,น่าพอใจมาก พนักงานให้ความช่วยเหลือดีมากในการให้คำแนะนำ
Customer Service was quick and friendly.  I received my car with little hassles.,1,การบริการลูกค้ารวดเร็วและเป็นกันเอง ฉันได้รับรถด้วยความยุ่งยากเล็กน้อย
Customer service was good at MSP airport and the process was very fast.  From getting off of the plane to leaving with my rental car was less than 45 minutes.,1,การบริการลูกค้าทำได้ดีที่สนามบิน MSP และกระบวนการก็รวดเร็วมาก ตั้งแต่ลงเครื่องจนถึงออกรถก็ใช้เวลาไม่ถึง 45 นาที
no complaints,1,ไม่มีการร้องเรียน
Friendly and very well informed,1,เป็นกันเองและให้ข้อมูลดีมาก
It was fine,1,มันสบายดี
"Employees had nice, new uniforms.",1,พนักงานมีเครื่องแบบใหม่และสวยงาม
"customer service was very good and very professional, energetic",1,การบริการลูกค้าดีมากและเป็นมืออาชีพและกระตือรือร้นมาก
customer service was OK,1,การบริการลูกค้าก็โอเค
"Customer service was great, but I wish they had searched the car when I returned it.  I left my Palm Pilot in the backseat for 2 days before I noticed it was missing!  Fortunately the car was still in the lot when I called and they were able to ship it to me.",1,การบริการลูกค้าดีมาก แต่ฉันหวังว่าพวกเขาจะตรวจค้นรถเมื่อฉันส่งคืน ฉันทิ้ง Palm Pilot ไว้ที่เบาะหลังเป็นเวลา 2 วันก่อนที่จะสังเกตเห็นว่ามันหายไป! โชคดีที่รถยังอยู่ในลานจอดรถตอนที่ฉันโทรไป และพวกเขาก็จัดส่งให้ฉันได้
they were fine.,1,พวกเขาสบายดี
they were very nice and willing to help in any way they could,1,พวกเขาใจดีมากและเต็มใจช่วยเหลือทุกวิถีทางที่ทำได้
"it was fine, I had no problem at all.",1,ไม่เป็นไร ฉันไม่มีปัญหาเลย
They were very good and took care of what I needed. Very quick.,1,พวกเขาดีมากและดูแลสิ่งที่ฉันต้องการ เร็วมาก.
The customer service people were very nice.  During my vacation I locked my keys in the car.  The rental company sent someone out with a new set of keys to unlock the car.,1,คนบริการลูกค้าก็น่ารักมาก ในช่วงวันหยุดของฉัน ฉันล็อคกุญแจไว้ในรถ บริษัทให้เช่าส่งคนออกไปพร้อมกับกุญแจชุดใหม่เพื่อปลดล็อครถ
Everything went fine.  Folks were friendly and informed.,1,ทุกอย่างเป็นไปด้วยดี ผู้คนเป็นมิตรและให้ข้อมูล
"It was okay, we got the car quickly, which is the most important thing",1,ไม่เป็นไรเราได้รถเร็วซึ่งเป็นสิ่งสำคัญที่สุด
No suggestions.  Customer Service was good.,1,ไม่มีข้อเสนอแนะ การบริการลูกค้าเป็นสิ่งที่ดี
Customer service was outstanding. Got a free upgrade without even asking. Everyone was very courteous and friendly.,1,การบริการลูกค้าที่โดดเด่น ได้รับการอัปเกรดฟรีโดยไม่ต้องถาม ทุกคนสุภาพและเป็นมิตรมาก
Everyone was very friendly. They even drove us to the airport since we were running late for our flight.,1,ทุกคนเป็นมิตรมาก พวกเขาขับรถพาเราไปสนามบินด้วยเพราะเราขึ้นเครื่องสาย
All the people I dealt with were pleasant and helpful.,1,ทุกคนที่ฉันติดต่อด้วยมีน้ำใจและช่วยเหลือดี
they were very nice,1,พวกเขาเป็นคนดีมาก
Everything was fine with my last car rental.,1,ทุกอย่างเรียบร้อยดีกับการเช่ารถครั้งสุดท้ายของฉัน
"It was a good experience, received an upgrade at no charge.",1,เป็นประสบการณ์ที่ดี ได้รับการอัปเกรดโดยไม่มีค่าใช้จ่าย
they were friendly,1,พวกเขาเป็นมิตร
We did not have any trouble with customer service. No complaints.,1,เราไม่มีปัญหากับการบริการลูกค้า ไม่มีการร้องเรียน
They were friendly and helpful enough.,1,พวกเขาเป็นมิตรและช่วยเหลือดีพอ
My last rental experience for leisure was fine -- no service issues to speak of.,1,ประสบการณ์การเช่าครั้งล่าสุดของฉันเพื่อการพักผ่อนก็ดี -- ไม่มีปัญหาด้านการบริการให้พูดถึง
service was excellent,1,การบริการเป็นเลิศ
No problems,1,ไม่มีปัญหา
customer service was OK,1,การบริการลูกค้าก็โอเค
People were nice.  Service was fast.,1,ผู้คนก็ดี การบริการรวดเร็ว
"Customer Service is great since you don't have to deal with any people, per se.  The car is ready and waiting for you and the shuttle just drops you off to it.",1,การบริการลูกค้าเป็นสิ่งที่ดีเนื่องจากคุณไม่จำเป็นต้องติดต่อกับใครเลย รถพร้อมและรอคุณอยู่ และรถรับส่งก็จะไปส่งคุณถึงที่
Good experience with all the rental co.'s I contacted. I Just called with rental dates and received pricing and selected rental co.,1,ประสบการณ์ที่ดีกับบริษัทเช่าทั้งหมดที่ฉันติดต่อไป ฉันเพิ่งโทรไปพร้อมวันที่เช่าและรับราคาและเลือกบริษัทเช่า
No problems,1,ไม่มีปัญหา
Customer service was fine,1,การบริการลูกค้าก็ดี
Customer service went out of their way to provide a car that would fit our needs,1,การบริการลูกค้าพยายามอย่างเต็มที่เพื่อจัดหารถยนต์ที่เหมาะกับความต้องการของเรา
"Our customer service representative was polite and well-dressed. He smiled appropriately and answered my questions, not from a rehearsed script, but from his own frame of reference. He shirt was neatly pressed and his hair was professionally coifed.",1,ตัวแทนฝ่ายบริการลูกค้าของเราสุภาพและแต่งตัวดี เขายิ้มอย่างเหมาะสมและตอบคำถามของฉัน ไม่ใช่จากบทซ้อม แต่จากกรอบการอ้างอิงของเขาเอง เขารีดเสื้อเชิ้ตของเขาอย่างเรียบร้อย และผมของเขาถูกมัดอย่างมืออาชีพ
"They were actually very nice. It was in Rome and there was a language barrier, but we overcame it.",1,พวกเขาเป็นคนดีมากจริงๆ มันอยู่ในโรมและมีอุปสรรคด้านภาษา แต่เราเอาชนะมันได้
The woman at the counter was friendly and tried to accommodate me as best she could. The counter was close to the terminal and the whole thing was quick and expedient.,1,ผู้หญิงที่เคาน์เตอร์เป็นมิตรและพยายามอำนวยความสะดวกให้ฉันอย่างดีที่สุดเท่าที่จะทำได้ เคาน์เตอร์อยู่ใกล้กับอาคารผู้โดยสารและทุกอย่างก็รวดเร็วและสะดวก
Customer service was friendly and helpful.,1,การบริการลูกค้าเป็นกันเองและช่วยเหลือดี
They were competent.,1,พวกเขามีความสามารถ
"very friendly, brought the car to the hotel",1,เป็นกันเองมากนำรถไปที่โรงแรม
The customer service was very friendly and knowledgeable.  She suggested to upgrade to the SUV and it worked out much better for our trip.,1,การบริการลูกค้าเป็นกันเองและมีความรู้มาก เธอแนะนำให้อัพเกรดเป็น SUV และมันทำงานได้ดีขึ้นมากสำหรับการเดินทางของเรา
it was fine,1,มันสบายดี
Staff member was very pleasant. Provided map/directions to my hotel.,1,พนักงานก็น่าพอใจมาก ให้แผนที่/เส้นทางไปยังโรงแรมของฉัน
Customer service was fine,1,การบริการลูกค้าก็ดี
"The people were very nice.  Directions to and from our hotel, the rental company location and tourists attractions were given and they were happy to help us out.",1,ผู้คนก็ดีมาก มีการระบุเส้นทางไปและกลับจากโรงแรม ที่ตั้งของบริษัทให้เช่า และสถานที่ท่องเที่ยวสำหรับนักท่องเที่ยว และพวกเขายินดีช่วยเหลือเรา
Customer service was fine as I recall. No problems.,1,การบริการลูกค้าก็ดีอย่างที่ฉันจำได้ ไม่มีปัญหา.
It was very late at night and the customer service representative was very obliging and courteous.,1,ตอนดึกมากและตัวแทนฝ่ายบริการลูกค้าก็ใจดีและสุภาพมาก
it was fine.,1,มันสบายดี.
I had no problems with the service,1,ฉันไม่มีปัญหากับการบริการ
the line was slow but the agent was ok,1,สายช้าแต่เจ้าหน้าที่ก็โอเค
"They were great as far as I could tell, they explained what needed to be done to use the University pricing.",1,พวกเขายอดเยี่ยมมากเท่าที่ฉันสามารถบอกได้ พวกเขาอธิบายสิ่งที่ต้องทำเพื่อใช้ราคาของมหาวิทยาลัย
 The service was polite and professional. I was attended to quickly and courteously.,1,การบริการสุภาพและเป็นมืออาชีพ ฉันเข้าร่วมอย่างรวดเร็วและสุภาพ
Customer service was very good.,1,การบริการลูกค้าดีมาก
Customer service was very good,1,การบริการลูกค้าดีมาก
service was good.,1,การบริการดี
I would have to say that Enterprise car rental has the best customer service. They are very friendly and helpful.,1,ฉันต้องบอกว่ารถเช่า Enterprise มีการบริการลูกค้าที่ดีที่สุด พวกเขาเป็นมิตรและช่วยเหลือดีมาก
"The service I have is always good, I have used the same company for many years and I know the counter personnel personally.  It is always good to know that they are willing to help you in any situation. ",1,การบริการที่ฉันมีดีเสมอมา ฉันใช้บริการบริษัทเดียวกันมาหลายปีแล้ว และฉันก็รู้จักพนักงานเคาน์เตอร์เป็นการส่วนตัว เป็นเรื่องดีเสมอที่รู้ว่าพวกเขายินดีช่วยเหลือคุณในทุกสถานการณ์
"Last time I rented a car was when I went skiing with my whole family.  We got a Chevy Blazer.  We didn't think it was as large as a Ford Explorer, so we asked to switch.  The agent was very nice and gave us the Ford Explorer.",1,ครั้งสุดท้ายที่ฉันเช่ารถคือตอนที่ฉันไปเล่นสกีกับครอบครัว เรามีเชฟวี่เบลเซอร์ เราไม่คิดว่ามันใหญ่เท่ากับ Ford Explorer เราจึงขอเปลี่ยน เจ้าหน้าที่ใจดีมากและมอบ Ford Explorer ให้กับเรา
"I did everything on-line - never talked to an agent during booking.  There were no problems, even though I had to switch car sizes after initial reservation. Agent on duty for pick-up was courteous.",1,ฉันทำทุกอย่างทางออนไลน์ - ไม่เคยคุยกับตัวแทนระหว่างจองเลย ไม่มีปัญหาแม้ว่าฉันจะต้องเปลี่ยนขนาดรถหลังจากจองครั้งแรกแล้วก็ตาม ตัวแทนที่ปฏิบัติหน้าที่รับของมีความสุภาพ
I recently rented a car and they were outstanding.  The customer service rep was very helpful and courteous.  They even let me extend my rental by a couple of hours for no charge at all. I was very pleased with my experience and I would go back.,1,ฉันเพิ่งเช่ารถและพวกเขาก็โดดเด่นมาก ตัวแทนฝ่ายบริการลูกค้าให้ความช่วยเหลือดีและสุภาพมาก พวกเขายังให้ฉันขยายเวลาการเช่าอีกสองสามชั่วโมงโดยไม่มีค่าใช้จ่ายเลย ฉันพอใจมากกับประสบการณ์ของฉัน และฉันจะกลับไปอีก
Wonderful experience - the rental and whole process was seamless,1,ประสบการณ์ที่ยอดเยี่ยม - การเช่าและกระบวนการทั้งหมดราบรื่น
"They had problem to find reservation number, so whole process took too long time.",0,พวกเขามีปัญหาในการค้นหาหมายเลขการจอง ดังนั้นกระบวนการทั้งหมดจึงใช้เวลานานเกินไป
It took us almost three hours just to get a car! It was absurd.,0,เราใช้เวลาเกือบสามชั่วโมงกว่าจะได้รถ! มันไร้สาระ
Provide more convenient car pickup from the airport parking.,0,ให้บริการรับส่งรถจากลานจอดรถสนามบินสะดวกยิ่งขึ้น
"We dealt with customer service at car pick-up place, and drive off in few minutes.",1,เราจัดการกับการบริการลูกค้าที่จุดรับรถและขับรถออกไปภายในไม่กี่นาที
We got our car very quickly.,1,เราได้รถของเราเร็วมาก
"I get keys from customer service and was able to start my vacation,it was nice",1,ฉันได้รับกุญแจจากฝ่ายบริการลูกค้าและสามารถเริ่มต้นวันหยุดพักผ่อนได้ เป็นเรื่องดี
I have never rented the car for a week.  It was great experience. It was in agreement with what my friend said about this company.,1,ฉันไม่เคยเช่ารถเป็นเวลาหนึ่งสัปดาห์ มันเป็นประสบการณ์ที่ยอดเยี่ยม มันสอดคล้องกับสิ่งที่เพื่อนของฉันพูดเกี่ยวกับบริษัทนี้
greater expedience - the rental and whole process was easy and fast,1,สะดวกยิ่งขึ้น - การเช่าและกระบวนการทั้งหมดนั้นง่ายและรวดเร็ว
"They couldn't find my confirmation number in their system, which was rather frustrating.",0,พวกเขาไม่พบหมายเลขยืนยันของฉันในระบบ ซึ่งค่อนข้างน่าหงุดหงิด
The company was overwhelmed by the number of customers verse the number of available agents and they were not articulating their situation to the customers well enough. I think we waited for almost 3 hours just to get a rental car. It was ridiculous.,0,บริษัทมีล้นหลามด้วยจำนวนลูกค้าเทียบกับจำนวนตัวแทนที่มีอยู่ และพวกเขาไม่ได้แจ้งสถานการณ์ให้กับลูกค้าได้ดีเพียงพอ ฉันคิดว่าเรารอเกือบ 3 ชั่วโมงเพื่อที่จะได้รถเช่า มันไร้สาระ
Provide more frequent pickup from the airport.,0,ให้บริการรับส่งจากสนามบินบ่อยขึ้น
"We dealt very little with customer service, and we only walked to the car assigned for us, and drive away.",1,เราจัดการกับการบริการลูกค้าน้อยมาก และเราก็แค่เดินไปที่รถที่ได้รับมอบหมายให้เราแล้วขับออกไป
we got the car quickly,1,เราได้รถอย่างรวดเร็ว
I did not need to deal with customer service on my last vacation rental which was nice,1,ฉันไม่จำเป็นต้องจัดการกับฝ่ายบริการลูกค้าในการเช่าวันหยุดครั้งล่าสุดซึ่งเป็นสิ่งที่ดี
"For leisure/vacation, I have never personally rented the car.  I have always left that up to my significant other and she did not complain to use this company",1,เพื่อการพักผ่อน/วันหยุด ฉันไม่เคยเช่ารถเป็นการส่วนตัว ฉันปล่อยให้เรื่องนั้นขึ้นอยู่กับคนสำคัญของฉันเสมอ และเธอก็ไม่ได้บ่นว่าจะใช้บริษัทนี้
